Pmid,Title,Study Type,Key Words,Pub year,Relevance GT,Relevance PRED
32627071,Percutaneous electrical stimulation of the posterior tibial nerve for the treatment of fecal incontinence: manometric results after 6 months of treatment.,ObservationalStudy,Electrical neurostimulation,2020,,1.0
31039291,Needle Placement and Position of Electrical Stimulation Inside Sacral Foramen Determines Pelvic Floor Electromyographic Response-Implications for Sacral Neuromodulation.,ObservationalStudy,Electromyography,2020,,1.0
29892478,Identification and Treatment of Central Sleep Apnoea: Beyond SERVE-HF.,SystematicReview,Central sleep apnoea,2017,,1.0
26836064,Analysis of intermediary scan-lens and tube-lens mechanisms for optical coherence tomography.,ObservationalStudy,,2016,,1.0
24452308,[Deep brain stimulation for hyperkinetic movement disorders].,SystematicReview,,2015,,1.0
18936858,[Vagus nerve stimulation for the treatment of refractory epilepsy. State of the art].,SystematicReview,,2011,,1.0
8004490,[Electrostimulation of the urinary bladder].,,,1996,,1.0
8252060,Evolution of bladder contraction in course of time after implantation of a sacral anterior root stimulator.,ObservationalStudy,,1993,,1.0
32142023,Enhancing Stroke Recovery Across the Life Span With Noninvasive Neurostimulation.,SystematicReview,,1993,,1.0
29771452,Cognitive safety of intracranial electrodes for epilepsy.,,epilepsy surgery,2018,,1.0
25359965,Plasticity of the aging brain: new directions in cognitive neuroscience.,SystematicReview,,2016,,1.0
23060781,"Using ""smart stimulators"" to treat Parkinson's disease: re-engineering neurostimulation devices.",ObservationalStudy,Parkinson’s disease,2014,,1.0
18669205,[Neurobiology and pharmacotherapy of obsessive-compulsive disorder].,ObservationalStudy,,2010,,1.0
15449781,[Experience with non-drug correction of autonomic disorders in adolescents].,RCT,,2007,,1.0
8799349,Nonpharmacologic pain management in terminal care.,SystematicReview,,1999,,1.0
28018754,Dysphagia Management and Stroke Units.,SystematicReview,Dysphagia,1996,,1.0
24808722,Patient considerations in the management of focal seizures in children and adolescents.,SystematicReview,adolescent,2016,,1.0
30901345,Online repetitive transcranial magnetic stimulation during working memory in younger and older adults: A randomized within-subject comparison.,RCT,,2014,,1.0
31954733,Oscillotherapeutics - Time-targeted interventions in epilepsy and beyond.,SystematicReview,Closed-loop intervention,2019,,1.0
27231724,Redundant safety features in a high-channel-count retinal neurostimulator.,ObservationalStudy,Biomedical engineering,2020,,1.0
24193201,Rationale and clinical pearls for primary care doctors referring patients for deep brain stimulation.,SystematicReview,,2008,,1.0
32449296,Short-term neurophysiological effects of sensory pathway neurorehabilitation strategies on chronic poststroke oropharyngeal dysphagia.,ObservationalStudy,brain stimulation,2014,,1.0
29655586,Non-motor outcomes of subthalamic stimulation in Parkinson's disease depend on location of active contacts.,ObservationalStudy,Deep brain stimulation,2020,,1.0
29178511,Neurostimulation for Refractory Cervicogenic Headache: A Three-Year Retrospective Study.,SystematicReview,Cervical radiculopathy,,,1.0
26393957,Phrenic Nerve Stimulation: Technology and Clinical Applications.,SystematicReview,,2020,,1.0
26393502,Peripheral Nerve Stimulation for Back Pain.,SystematicReview,,2015,,1.0
17969160,Standards for medical devices in MRI: present and future.,SystematicReview,,2012,,1.0
17355054,Parametric study of neural gastric electrical stimulation in acute canine models.,ObservationalStudy,,2007,,1.0
10919202,[Urinary alterations in multiple sclerosis].,SystematicReview,,2007,,1.0
28832311,Surgical technique for removal of tined lead for InterStim.,ObservationalStudy,,,,1.0
28518084,Subcutaneous Trigeminal Nerve Field Stimulation for Refractory Facial Pain.,,,,,1.0
18334858,Assessment of contact location in subthalamic stimulation for Parkinson's disease by co-registration of computed tomography images.,Other,,2017,,1.0
26005075,[Occipital nerve stimulation for refractory chronic migraine].,SystematicReview,,,,1.0
22248468,A fully implantable rodent neural stimulator.,ObservationalStudy,,2015,,1.0
23812967,Understanding clinic options for overactive bladder.,SystematicReview,,2016,,1.0
21422791,The future of peripheral nerve stimulation.,SystematicReview,,2013,,1.0
17867360,Testing the immunity of active implantable medical devices to CW magnetic fields up to 1 MHz by an immersion method.,ObservationalStudy,,2011,,1.0
22270751,Cephalad lead migration following spinal cord stimulation implantation.,Other,,1997,,1.0
33018784,Demonstration of Kinematic-Based Closed-loop Deep Brain Stimulation for Mitigating Freezing of Gait in People with Parkinson's Disease.,ObservationalStudy,,,,1.0
21692113,"Long-Term management of DBS in dystonia: response to stimulation, adverse events, battery changes, and special considerations.",CaseSeries,,2015,,1.0
17379565,Predictors of battery life for the Activa Soletra 7426 Neurostimulator.,ObservationalStudy,,2011,,1.0
16608619,Pre-pyloric neural electrical stimulation produces cholinergically-mediated reverse peristalsis in the acute canine model of microprocessor-invoked gastric motility for the treatment of obesity.,ObservationalStudy,,2006,,1.0
12065286,Physiology and pathophysiology of the interstitial cells of Cajal: from bench to bedside. VI. Pathogenesis and therapeutic approaches to human gastric dysrhythmias.,SystematicReview,,2006,,1.0
30948823,Spectrally distinct channelrhodopsins for two-colour optogenetic peripheral nerve stimulation.,ObservationalStudy,,2002,,1.0
26428649,Urinary incontinence: Clinical observation on 30 patients undergoing treatment with F.R.E.M.S (Frequency Rhythmic Electrical Modulation System).,ObservationalStudy,,,,1.0
17350527,Electrical stimulation of the epidural space using a catheter with a removable stylet.,ObservationalStudy,,2015,,1.0
22151212,A study of electrode placement at the cervical and upper thoracic nerve roots using an anatomic trans-spinal approach.,ObservationalStudy,,2004,,1.0
18336992,Latest technologic and surgical developments in using InterStim Therapy for sacral neuromodulation: impact on treatment success and safety.,SystematicReview,,1999,,1.0
23853144,Active books: the design of an implantable stimulator that minimizes cable count using integrated circuits very close to electrodes.,ObservationalStudy,,2017,,1.0
30085382,DRG FOCUS: A Multicenter Study Evaluating Dorsal Root Ganglion Stimulation and Predictors for Trial Success.,RCT,DRG stimulation,2012,,1.0
28674174,Cooperation Not Competition: Bihemispheric tDCS and fMRI Show Role for Ipsilateral Hemisphere in Motor Learning.,ObservationalStudy,interhemispheric communication,,,1.0
27906080,"Tonic and burst spinal cord stimulation waveforms for the treatment of chronic, intractable pain: study protocol for a randomized controlled trial.",RCT,Burst stimulation,2017,,1.0
23004225,Comparison of success rate of ultrasound-guided sciatic and femoral nerve block and neurostimulation in children with arthrogryposis multiplex congenita: a randomized clinical trial.,RCT,,2016,,1.0
21963761,Targeting unlesioned pharyngeal motor cortex improves swallowing in healthy individuals and after dysphagic stroke.,RCT,,2013,,1.0
19916253,A prospective randomized comparison of ultrasound guidance versus neurostimulation for interscalene catheter placement.,RCT,,2012,,1.0
19843807,The effects of ultrasound guidance and neurostimulation on the minimum effective anesthetic volume of mepivacaine 1.5% required to block the sciatic nerve using the subgluteal approach.,RCT,,,,1.0
29784559,Anodic versus cathodic neurostimulation of the subthalamic nucleus: A randomized-controlled study of acute clinical effects.,RCT,Anodic stimulation,2009,,1.0
31008846,Translational neuropathic pain research.,SystematicReview,,2020,,1.0
30703174,The Treatment of Trigeminal Autonomic Cephalalgias: An Overview.,SystematicReview,,2019,,1.0
29601305,Noninvasive neuromodulation in migraine and cluster headache.,SystematicReview,,,,1.0
28269604,Effects of high frequency rTMS on sleep deprivation: A pilot study.,ObservationalStudy,,2018,,1.0
22644166,Peripheral neuromodulation in chronic migraine.,SystematicReview,,2016,,1.0
24649444,"New and emerging treatments for epilepsy: review of clinical studies of lacosamide, eslicarbazepine acetate, ezogabine, rufinamide, perampanel, and electrical stimulation therapy.",SystematicReview,Deep brain stimulation,2012,,1.0
22011017,The neural basis of aphasia rehabilitation: evidence from neuroimaging and neurostimulation.,SystematicReview,,2011,,1.0
21151809,Non-invasive brain stimulation: enhancing motor and cognitive functions in healthy old subjects.,ObservationalStudy,TMS,2011,,1.0
20724218,Vagus nerve stimulation and the postictal state.,SystematicReview,,2010,,1.0
23631048,[Rehabilitation in the elderly subject with Parkinson's disease].,SystematicReview,,2008,,1.0
4088411,[Pain following traumatic lesions of the brachial plexus (radicular avulsions and truncular lesions)].,,,2006,,1.0
32462791,"Prospective, Multicenter Feasibility Study to Evaluate Differential Target Multiplexed Spinal Cord Stimulation Programming in Subjects With Chronic Intractable Back Pain With or Without Leg Pain.",ObservationalStudy,Differential Target Multiplexed programming,1985,,1.0
31408219,"""Triceps Brachii Muscle Response to Neurostimulation of the Radial Nerve during Axillary Plexus Blockade: Clinical, Anatomical and Histological Correlation"".",ObservationalStudy,anatomy,2020,,1.0
31375306,Clinical neuroprosthetics: Today and tomorrow.,SystematicReview,,2020,,1.0
30537223,Sacral neuromodulation using the standardized tined lead implantation technique with a curved vs a straight stylet: 2-year clinical outcomes and sensory responses to lead stimulation.,ObservationalStudy,#Incontinence,2019,,1.0
30082734,Intrinsic Rhythmicity Predicts Synchronization-Continuation Entrainment Performance.,RCT,,2019,,1.0
26523416,DBSproc: An open source process for DBS electrode localization and tractographic analysis.,ObservationalStudy,Parkinson's disease (PD),2018,,1.0
25957536,Spinal cord stimulation: a review of the safety literature and proposal for perioperative evaluation and management.,SystematicReview,Electrocautery,2016,,1.0
25088462,Focused ultrasound-mediated non-invasive brain stimulation: examination of sonication parameters.,ObservationalStudy,Focused ultrasound,2015,,1.0
31124218,The Effects of Anodal Transcranial Direct Current Stimulation on the Walking Performance of Chronic Hemiplegic Patients.,ObservationalStudy,Hemiplegia,,,1.0
31424892,"Neuroanatomy, Pterygopalatine Ganglion",,,2020,,1.0
31731921,Cingulate seizures and recent treatment strategies.,SystematicReview,Cingulate,2020,,1.0
28217766,Visualization for Understanding Uncertainty in Activation Volumes for Deep Brain Stimulation.,ObservationalStudy,,2018,,1.0
18194350,Peripheral neurostimulation in supraorbital neuralgia refractory to conventional therapy.,Other,,2016,,1.0
8235149,[Arteriopathies as occupational diseases].,SystematicReview,,1998,,1.0
33018508,A Computational Model of Functionally-distinct Cervical Vagus Nerve Fibers.,ObservationalStudy,,2020,,1.0
32443142,The Long-term Effectiveness of the Automatic Position-Adaptive System in Spinal Cord Stimulation: A Retrospective Comparative Study with a Two-Year Follow-up.,ObservationalStudy,Neurostimulation,2020,,1.0
32347591,"A Prospective, Multicenter Study to Assess the Safety and Efficacy of Translingual Neurostimulation Plus Physical Therapy for the Treatment of a Chronic Balance Deficit Due to Mild-to-Moderate Traumatic Brain Injury.",ObservationalStudy,Balance,2020,,1.0
31799616,Multielectrode Transcranial Electrical Stimulation of the Left and Right Prefrontal Cortices Differentially Impacts Verbal Working Memory Neural Circuitry.,ObservationalStudy,magnetoencephalography,2019,,1.0
29762886,Automatic M1-SO Montage Headgear for Transcranial Direct Current Stimulation (TDCS) Suitable for Home and High-Throughput In-Clinic Applications.,ObservationalStudy,At-home tDCS,2020,,1.0
28726157,Anodal transcranial direct current stimulation over the left temporal pole restores normal visual evoked potential habituation in interictal migraineurs.,ObservationalStudy,Neurostimulation,2019,,1.0
28530239,Thermogenetic neurostimulation with single-cell resolution.,ObservationalStudy,,2017,,1.0
32087238,An emerging method to noninvasively measure and identify vagal response markers to enable bioelectronic control of gastroparesis symptoms with gastric electrical stimulation.,SystematicReview,Bioelectronics,2015,,1.0
31917081,What it means to go deep with non-invasive brain stimulation.,ObservationalStudy,,2020,,1.0
28269663,Directionally-sensitive peripheral nerve recording: bipolar nerve cuff design.,ObservationalStudy,,2017,,1.0
24023548,Use of repetitive transcranial magnetic stimulation for treatment in psychiatry.,SystematicReview,Depression,2014,,1.0
20460927,Plasticity in the human motor system.,ObservationalStudy,,2012,,1.0
19368083,Vagal nerve stimulation--a 15-year survey of an established treatment modality in epilepsy surgery.,SystematicReview,,2010,,1.0
22151289,Peripheral subcutaneous neurostimulation in the management of neuropathic pain: five case reports.,ObservationalStudy,,2009,,1.0
18234048,Occipital nerve stimulation for headache: mechanisms and efficacy.,SystematicReview,,2009,,1.0
15907257,Migraine and the neck: new insights from basic data.,SystematicReview,,2008,,1.0
22151776,National Italian Register of Implantable Systems for Spinal Cord Stimulation (SCS): Analysis of Preliminary Data.,ObservationalStudy,,2005,,1.0
10719931,Neurostimulation during radical prostatectomy: improving nerve-sparing techniques.,Other,,2002,,1.0
30865010,The unique role of the trigeminal autonomic reflex and its modulation in primary headache disorders.,SystematicReview,,1988,,1.0
24308276,Options to enhance recovery from aphasia by means of non-invasive brain stimulation and action observation therapy.,SystematicReview,,2019,,1.0
33227827,Very Low Frequencies Maintain Pain Relief From Dorsal Root Ganglion Stimulation: An Evaluation of Dorsal Root Ganglion Neurostimulation Frequency Tapering.,CaseSeries,Dorsal root ganglion stimulation,2014,,1.0
32585049,Pelvic floor activation upon stimulation of the sacral spinal nerves in sacral neuromodulation patients.,ObservationalStudy,neuromodulation,2020,,1.0
29046985,New Devices and Technologies for the Management of Overactive Bladder.,SystematicReview,Overactive bladder,2018,,1.0
25054403,Neuromodulation of the great auricular nerve for persistent post-traumatic headache.,SystematicReview,,2017,,1.0
21304304,Sacral nerve stimulation: a novel treatment of chronic anal fissure.,ObservationalStudy,,,,1.0
19160367,Electrical stimulation induces propagated colonic contractions in an experimental model.,ObservationalStudy,,2011,,1.0
12626921,Minimally invasive sacral neuromodulation implant technique: modifications to the conventional procedure.,ObservationalStudy,,2009,,1.0
25548594,Acupuncture for refractory epilepsy: role of thalamus.,SystematicReview,,2018,,1.0
7890007,Sacral root stimulation for controlled defecation.,ObservationalStudy,,2007,,1.0
31018908,The Footprints of Electrocardiographic Interference: Fact or Artefact.,SystematicReview,ECG artefact,2018,,1.0
29629880,Influence of nerve cuff channel count and implantation site on the separability of afferent ENG.,ObservationalStudy,,2019,,1.0
26394372,Sphenopalatine Ganglion Stimulation in Neurovascular Headaches.,SystematicReview,,2017,,1.0
24662340,[Cognitive functions in patients with primary torsion dystonia treated with pallidal deep brain stimulation].,,,2015,,1.0
23366012,A 1.5-to-5 V converter for a battery-powered activity-dependent intracortical microstimulation SoC.,ObservationalStudy,,2012,,1.0
20972548,Mechanisms of action of sacral neuromodulation.,SystematicReview,,2012,,1.0
29570127,Successful Treatment of Paradoxical Puborectalis Contraction and Intractable Anorectal Pain With Sacral Neuromodulation.,Other,,,,1.0
25358956,Increasing infection rate in multiple implanted pulse generator changes in movement disorder patients treated with deep brain stimulation.,ObservationalStudy,,2017,,1.0
25113019,Proof of concept trial on changes in current perception threshold after sacral neuromodulation.,ObservationalStudy,Neuroanatomy,2014,,1.0
21336007,Development of a large animal model for investigation of deep brain stimulation for epilepsy.,ObservationalStudy,,2015,,1.0
30797197,3-Tesla MRI of deep brain stimulation patients: safety assessment of coils and pulse sequences.,ObservationalStudy,3 Tesla,2011,,1.0
29994714,Automated Deep Brain Stimulation Programming for Tremor.,ObservationalStudy,,2019,,1.0
29148134,In Vivo Validation of a Less Invasive Gastrostimulator.,,-Design and implementation,2018,,1.0
29046002,[Optimal Diagnostics and Therapy for Microvascular Angina Pectoris].,ObservationalStudy,,2017,,1.0
25742874,A flexible and implantable microelectrode arrays using high-temperature grown vertical carbon nanotubes and a biocompatible polymer substrate.,ObservationalStudy,,2016,,1.0
23716031,Urinary disorders and female sexual function.,SystematicReview,,2015,,1.0
20972545,Urinary retention in women and sacral neuromodulation.,SystematicReview,,2011,,1.0
31553039,Non-motor outcomes depend on location of neurostimulation in Parkinson's disease.,ObservationalStudy,deep brain stimulation,2010,,1.0
25580443,Affective Brain-Computer Interfaces As Enabling Technology for Responsive Psychiatric Stimulation.,ObservationalStudy,affect decoding,2015,,1.0
25429912,Treatment of epilepsy by stimulation of the vagus nerve from Head-and-Neck surgical point of view.,CaseSeries,Neck surgery,2014,,1.0
22987542,Selectivity for specific cardiovascular effects of vagal nerve stimulation with a multi-contact electrode cuff.,ObservationalStudy,,2013,,1.0
20588080,Analysis of stereotactic accuracy of the cosman-robert-wells frame and nexframe frameless systems in deep brain stimulation surgery.,ObservationalStudy,,2011,,1.0
8811655,Short test-period spinal cord stimulation for failed back surgery syndrome.,ObservationalStudy,,1999,,1.0
30268803,"Identifying and Engaging Neuronal Oscillations by Transcranial Alternating Current Stimulation in Patients With Chronic Low Back Pain: A Randomized, Crossover, Double-Blind, Sham-Controlled Pilot Study.",RCT,Chronic low back pain,1996,,1.0
29295486,Adaptive Deep Brain Stimulation (aDBS) for Tourette Syndrome.,ObservationalStudy,Tourette syndrome,2019,,1.0
31554241,Leptin and Associated Mediators of Immunometabolic Signaling: Novel Molecular Outcome Measures for Neurostimulation to Treat Chronic Pain.,SystematicReview,biomarkers development,2017,,1.0
30701655,An Acute Randomized Controlled Trial of Noninvasive Peripheral Nerve Stimulation in Essential Tremor.,RCT,Essential tremor,2019,,1.0
26990444,Importance of Pharmacological Evaluation in the Treatment of Poststroke Pain by Spinal Cord Stimulation.,ObservationalStudy,Chronic pain,2019,,1.0
26582852,Comparative evaluation of the visibility and block characteristics of a stimulating needle and catheter vs an echogenic needle and catheter for sciatic nerve block with a low-frequency ultrasound probe.,RCT,acute pain,2016,,1.0
19142235,Current steering to control the volume of tissue activated during deep brain stimulation.,ObservationalStudy,electric field,2015,,1.0
31348055,Awake Volunteer Pain Scores During Neuromuscular Monitoring.,RCT,,2008,,1.0
32427629,Neurostimulation in neurogenic patients.,ObservationalStudy,,2020,,1.0
30440611,Optic nerve and retinal electrostimulation in rats: direct activation of the retinal ganglion cells.,ObservationalStudy,,2019,,1.0
29077132,[Brain stimulation: the most direct form of neurostimulation].,ObservationalStudy,,2018,,1.0
26788743,Emerging applications of deep brain stimulation.,SystematicReview,,2016,,1.0
26614722,The Role of Invasive Pain Management Modalities in the Treatment of Chronic Pain.,SystematicReview,Chronic pain,2016,,1.0
24974071,Trigeminal autonomic cephalalgias: beyond the conventional treatments.,SystematicReview,,2016,,1.0
23399742,The Place of the Ice Water Test (IWT) in the Evaluation of the Patients with Traumatic Spinal Cord Injury.,ObservationalStudy,ice water test,2014,,1.0
21422773,Central mechanisms of peripheral nerve stimulation in headache disorders.,SystematicReview,,,,1.0
21144673,Transcranial ultrasound stimulation: a possible therapeutic approach to epilepsy.,ObservationalStudy,,2011,,1.0
12084314,Neurostimulation for lower urinary tract voiding problems.,SystematicReview,,,,1.0
11280957,An update on obsessive-compulsive disorder.,SystematicReview,,2000,,1.0
9413861,Functional electrical stimulation.,SystematicReview,,2001,,1.0
29162502,Vagus nerve magnetic modulation facilitates dysphagia recovery in patients with stroke involving the brainstem - A proof of concept study.,ObservationalStudy,Neurophysiology,1987,,1.0
33176368,Surgical Treatments of Epilepsy.,ObservationalStudy,,2011,,1.0
32678557,[Non-invasive neurostimulation in migraine].,SystematicReview,Cefaly,2020,,1.0
26473407,Vagus Nerve Stimulation and Headache.,SystematicReview,cluster headache,2016,,1.0
24475897,The effect of high and low frequency cortical stimulation with a fixed or a poisson distributed interpulse interval on cortical excitability in rats.,ObservationalStudy,,2017,,1.0
23394362,Motor imagery and aging.,SystematicReview,,2013,,1.0
22854873,[Transcranial brain stimulation after stroke].,ObservationalStudy,,2013,,1.0
21769814,Management of refractory angina pectoris.,ObservationalStudy,,2012,,1.0
21256455,Mechanisms of epileptogenesis and potential treatment targets.,SystematicReview,,2011,,1.0
31996994,"Current clinical practice of electroconvulsive therapy and repetitive transcranial magnetic stimulation in psychiatry, a German sample.",ObservationalStudy,Ambulatory,2020,,1.0
30872985,A Systematic Review of Integrated Functional Near-Infrared Spectroscopy (fNIRS) and Transcranial Magnetic Stimulation (TMS) Studies.,SystematicReview,TMS+fNIRS,2020,,1.0
27053641,"Pharyngeal Electrical Stimulation in Dysphagia Poststroke: A Prospective, Randomized Single-Blinded Interventional Study.",RCT,dysphagia,2017,,1.0
26435087,Effect of Interactive Neurostimulation Therapy on Inflammatory Response in Patients With Chronic and Recurrent Mechanical Neck Pain.,RCT,Cytokines,2016,,1.0
30256738,Coherence: a unifying mechanism of deep brain stimulation.,ObservationalStudy,DBS,2019,,1.0
28269487,Cortical responses following simultaneous and sequential retinal neurostimulation with different return configurations.,ObservationalStudy,,2019,,1.0
23542755,[New data for the pathomechanism of neuropathic pain: therapeutic evidences].,SystematicReview,,2013,,1.0
16856455,[Comparative assessment of conservative treatment of chronic prostatitis with application of complex unit andro-gin].,RCT,,2011,,1.0
14977053,Deep brain stimulation for movement disorders.,Other,,,,1.0
12442339,Postherpetic ophthalmic neuralgia.,SystematicReview,,2004,,1.0
10769817,Advances in neurostimulation for movement disorders.,SystematicReview,,2002,,1.0
26130986,Effective Management of Trigeminal Neuralgia by Neurostimulation.,Other,Chronic pain,2020,,1.0
32648703,Wafer-Scale Fabrication of Conducting Polymer Hydrogels for Microelectrodes and Flexible Bioelectronics.,ObservationalStudy,PEDOT,2015,,1.0
29076212,High-Resolution Multi-Scale Computational Model for Non-Invasive Cervical Vagus Nerve Stimulation.,SystematicReview,Cranial nerve stimulation,2018,,1.0
29067352,Combined mnemonic strategy training and high-definition transcranial direct current stimulation for memory deficits in mild cognitive impairment.,ObservationalStudy,Aging,2018,,1.0
32650660,"Advances in the Use of Neuromodulation for Neurogenic Dysphagia: Mechanisms and Therapeutic Application of Pharyngeal Electrical Stimulation, Transcranial Magnetic Stimulation, and Transcranial Direct Current Stimulation.",ObservationalStudy,,2019,,1.0
31427938,Concrete vs. Abstract Semantics: From Mental Representations to Functional Brain Mapping.,SystematicReview,brain,2020,,1.0
21992885,Spontaneous resolution of nausea induced by spinal cord stimulation for failed back surgery syndrome.,ObservationalStudy,,2013,,1.0
20708936,Stimulation of the medial plantar nerve for complex regional pain syndrome.,Other,,2010,,1.0
20430319,Nerve blocks in the treatment of headache.,SystematicReview,,2010,,1.0
19361573,Vagus nerve stimulation and magnet use: optimizing benefits.,SystematicReview,,2010,,1.0
8651504,Neuronal circuitry of the lower urinary tract; central and peripheral neuronal control of the micturition cycle.,SystematicReview,,2009,,1.0
23147598,Advanced treatments for childhood epilepsy: beyond antiseizure medications.,SystematicReview,,1992,,1.0
27284095,Combined site-specific sacral neuromodulation and pudendal nerve release surgery in a patient with interstitial cystitis and persistent arousal.,Other,,2016,,1.0
25846836,A systematic review of sacral nerve stimulation for low anterior resection syndrome.,SystematicReview,Low anterior resection syndrome,2016,,1.0
25569999,Bio-impedance characterization technique with implantable neural stimulator using biphasic current stimulus.,ObservationalStudy,,2015,,1.0
25498527,[Twiddler's syndrome in a patient with obsessive-compulsive disorder treated with deep brain stimulation].,Other,Complicaciones hardware,2014,,1.0
24515329,Urgency after a sling: review of the management.,SystematicReview,,,,1.0
23853295,"An energy-efficient, dynamic voltage scaling neural stimulator for a proprioceptive prosthesis.",ObservationalStudy,,2014,,1.0
21866482,Chronic bilateral pallidal stimulation in patients with generalized primary dystonia - multi-contact cathodal stimulation is superior to bipolar stimulation mode. Preliminary results.,ObservationalStudy,,2013,,1.0
20070322,Insertion under local anaesthetic of temporary electrodes for sacral nerve stimulation testing is reliable and cost effective.,SystematicReview,,,,1.0
25358805,Evaluating indirect subthalamic nucleus targeting with validated 3-tesla magnetic resonance imaging.,ObservationalStudy,,2011,,1.0
22151729,"A prospective, open-label, multicenter study to assess the efficacy of spinal cord stimulation and identify patients who would benefit.",RCT,,2014,,1.0
20555037,Treatment of cancer-related chest wall pain using spinal cord stimulation.,RCT,,,,1.0
31440731,Practice trends and the outcome of neuromodulation therapies in epilepsy: A single-center study.,ObservationalStudy,deep brain stimulation,2010,,1.0
30795708,Bilateral subthalmic nucleus deep brain stimulation with microelectrode recordings in the setting of mild inherited hemophilia B: a case report.,Other,Deep brain stimulation,2019,,1.0
28716325,Peripheral and Sacral Neuromodulation in the Treatment of Neurogenic Lower Urinary Tract Dysfunction.,SystematicReview,Multiple sclerosis,2020,,1.0
26087483,A μm-Scale Computational Model of Magnetic Neural Stimulation in Multifascicular Peripheral Nerves.,ObservationalStudy,,2017,,1.0
26083009,Modeling the kinetic diversity of dopamine in the dorsal striatum.,ObservationalStudy,Dopamine,2015,,1.0
25375268,How to avoid trivial mistakes during IPG replacement in patients treated with DBS for movement disorders: technical note from 13-years experience.,ObservationalStudy,Adverse events,,,1.0
21780166,Magnetic resonance imaging following InterStim®: an institutional experience with imaging safety and patient satisfaction.,ObservationalStudy,,2013,,1.0
26550145,Modified and systematically-designed installation procedure for spinal cord stimulation in the decubitus position under local anesthesia: a introductory technical case report.,ObservationalStudy,Spinal cord stimulation (SCS),2002,,1.0
19563009,[Neuromodulation for treatment for neurogenic bowel dysfunction].,,,2015,,1.0
26738108,An implantable 64-channel neural interface with reconfigurable recording and stimulation.,ObservationalStudy,,2016,,1.0
26738106,Package architecture and component design for an implanted neural stimulator with closed loop control.,ObservationalStudy,,2015,,1.0
25343761,Optimizing the electrical stimulation of retinal ganglion cells.,ObservationalStudy,,2015,,1.0
22200138,"Deep brain stimulation, personal identity and policy.",SystematicReview,,2012,,1.0
25663151,Electrical nerve stimulation to promote micturition in spinal cord injury patients: A review of current attempts.,SystematicReview,electrical nerve stimulation,,,1.0
21127379,Vagal stimulation for heart diseases: from animals to men. - An example of translational cardiology.-.,SystematicReview,,2015,,1.0
11173947,Long-term effectiveness of sacral nerve stimulation for refractory urge incontinence.,RCT,,2011,,1.0
8748597,Treatment of the failed back surgery syndrome due to lumbo-sacral epidural fibrosis.,ObservationalStudy,,2001,,1.0
26385550,A Fuzzy Inference System for Closed-Loop Deep Brain Stimulation in Parkinson's Disease.,ObservationalStudy,Bicoherence,2020,,1.0
21969125,"Stimulation of the intra-cardiac vagal nerves innervating the AV-node to control ventricular rate during AF: specificity, parameter optimization and chronic use up to 3 months.",ObservationalStudy,,2011,,1.0
15825153,Chronic pudendal nerve neuromodulation in women with idiopathic refractory detrusor overactivity incontinence: results of a pilot study with a novel minimally invasive implantable mini-stimulator.,ObservationalStudy,,2012,,1.0
12891544,Gastric electrical stimulation for medically refractory gastroparesis.,RCT,,2005,,1.0
33223090,Advances and Future Directions of Neuromodulation in Neurologic Disorders.,SystematicReview,Chorea,2019,,1.0
30245616,Totally Implantable Bidirectional Neural Prostheses: A Flexible Platform for Innovation in Neuromodulation.,SystematicReview,bidirectional interface,2019,,1.0
29447137,Emerging therapies for neuropathic pain: new molecules or new indications for old treatments?,SystematicReview,,2018,,1.0
27236056,Novel Surgical Approaches for the Treatment of Obstructive Sleep Apnea.,SystematicReview,Drug-induced sleep endoscopy,2018,,1.0
26831642,Epilepsy treatment and creativity.,SystematicReview,Antiepileptic medications,2016,,1.0
26083140,Posteroventrolateral pallidotomy through implanted DBS electrodes monitored by recording local field potentials.,Other,dystonia,2016,,1.0
24112926,Brain stimulation in migraine.,SystematicReview,TMS,2015,,1.0
23835449,Dorsal and ventral attention systems: distinct neural circuits but collaborative roles.,SystematicReview,attentional networks,2013,,1.0
23247597,[Non-CPAP therapies in obstructive sleep apnoea: an overview].,SystematicReview,,2014,,1.0
22675825,[Treatment resistant depression: therapy and novel neuromodulatory treatments].,SystematicReview,,2012,,1.0
21712779,Peripheral nerve stimulation in intractable neuropathic pain.,Other,,2012,,1.0
21422783,Peripheral nerve stimulation in chronic cluster headache.,SystematicReview,,2011,,1.0
20974592,Mere surgery will not cure cluster headache--implications for neurostimulation.,Other,,2011,,1.0
19680467,Form-function relations in cone-tipped stimulating microelectrodes.,ObservationalStudy,cone-tipped,2010,,1.0
18096677,Improved naming after transcranial direct current stimulation in aphasia.,ObservationalStudy,,2009,,1.0
17691392,Sacral neuromodulation as a functional treatment of bladder overactivity.,SystematicReview,,2008,,1.0
17691324,"A novel closed-loop stimulation system in the control of focal, medically refractory epilepsy.",SystematicReview,,2007,,1.0
12644751,Emerging surgical and radiotherapeutic techniques for treating epilepsy.,SystematicReview,,2007,,1.0
11575415,Comparison of two neurostimulation techniques for axillary brachial plexus blockade.,RCT,,2003,,1.0
26307526,Effects of Combined Electrical Stimulation of the Dorsal Column and Dorsal Roots on Wide-Dynamic-Range Neuronal Activity in Nerve-Injured Rats.,ObservationalStudy,Dorsal column,2015,,1.0
32650319,A biomimetic electrical stimulation strategy to induce asynchronous stochastic neural activity.,ObservationalStudy,,2020,,1.0
